2.0	51	100	19.883493793761936
2.0	52	82	19.883493793761936
2.0	53	80	19.883493793761936
2.0	54	71	19.883493793761936
2.0	55	61	19.883493793761936
2.0	56	39	19.883493793761936
2.0	57	37	19.883493793761936
2.0	58	27	19.883493793761936
2.0	59	24	19.883493793761936
2.0	60	23	19.883493793761936
2.0	61	21	19.883493793761936
2.0	62	20	19.883493793761936
2.0	63	20	19.883493793761936
2.0	64	19	19.883493793761936
2.0	65	18	19.883493793761936
2.0	66	16	19.883493793761936
2.0	67	16	19.883493793761936
2.0	68	13	19.883493793761936
2.0	69	12	19.883493793761936
2.0	70	11	19.883493793761936
2.0	71	11	19.883493793761936
2.0	72	11	19.883493793761936
2.0	73	10	19.883493793761936
2.0	74	10	19.883493793761936
2.0	75	9	19.883493793761936
2.0	76	9	19.883493793761936
2.0	77	7	19.883493793761936
2.0	78	7	19.883493793761936
2.0	79	6	19.883493793761936
2.0	80	6	19.883493793761936
2.0	81	5	19.883493793761936
2.0	82	5	19.883493793761936
2.0	83	4	19.883493793761936
2.0	84	4	19.883493793761936
2.0	85	3	19.883493793761936
2.0	86	3	19.883493793761936
2.0	87	2	19.883493793761936
2.0	88	2	19.883493793761936
2.0	89	2	19.883493793761936
2.0	90	2	19.883493793761936
2.0	91	1	19.883493793761936
2.0	92	1	19.883493793761936
2.0	93	1	19.883493793761936
2.0	94	1	19.883493793761936
2.0	95	1	19.883493793761936
2.0	96	1	19.883493793761936
2.0	97	1	19.883493793761936
2.0	98	1	19.883493793761936
2.0	99	1	19.883493793761936
2.0	100	1	19.883493793761936
3.0	101	100	1.883456639463046
3.0	102	5	1.883456639463046
3.0	103	4	1.883456639463046
3.0	104	3	1.883456639463046
3.0	105	3	1.883456639463046
3.0	106	3	1.883456639463046
3.0	107	2	1.883456639463046
3.0	108	2	1.883456639463046
3.0	109	2	1.883456639463046
3.0	110	2	1.883456639463046
3.0	111	2	1.883456639463046
3.0	112	1	1.883456639463046
3.0	113	1	1.883456639463046
3.0	114	1	1.883456639463046
3.0	115	1	1.883456639463046
3.0	116	1	1.883456639463046
3.0	117	1	1.883456639463046
3.0	118	1	1.883456639463046
3.0	119	1	1.883456639463046
3.0	120	1	1.883456639463046
3.0	121	1	1.883456639463046
3.0	122	1	1.883456639463046
3.0	123	1	1.883456639463046
3.0	124	1	1.883456639463046
3.0	125	1	1.883456639463046
3.0	126	1	1.883456639463046
3.0	127	1	1.883456639463046
3.0	128	1	1.883456639463046
3.0	129	1	1.883456639463046
3.0	130	1	1.883456639463046
3.0	131	1	1.883456639463046
3.0	132	1	1.883456639463046
3.0	133	1	1.883456639463046
3.0	134	1	1.883456639463046
3.0	135	1	1.883456639463046
3.0	136	1	1.883456639463046
3.0	137	1	1.883456639463046
3.0	138	1	1.883456639463046
3.0	139	1	1.883456639463046
3.0	140	1	1.883456639463046
3.0	141	1	1.883456639463046
3.0	142	1	1.883456639463046
3.0	143	1	1.883456639463046
3.0	144	1	1.883456639463046
3.0	145	1	1.883456639463046
3.0	146	1	1.883456639463046
3.0	147	1	1.883456639463046
3.0	148	1	1.883456639463046
3.0	149	1	1.883456639463046
3.0	150	1	1.883456639463046
4.0	51	1	9.515240083507306
4.0	53	11	9.515240083507306
4.0	64	5	9.515240083507306
4.0	65	3	9.515240083507306
4.0	70	5	9.515240083507306
4.0	72	100	9.515240083507306
4.0	77	5	9.515240083507306
4.0	151	34	9.515240083507306
4.0	152	21	9.515240083507306
4.0	153	15	9.515240083507306
4.0	154	14	9.515240083507306
4.0	155	13	9.515240083507306
4.0	156	12	9.515240083507306
4.0	157	12	9.515240083507306
4.0	158	12	9.515240083507306
4.0	159	11	9.515240083507306
4.0	160	11	9.515240083507306
4.0	161	10	9.515240083507306
4.0	162	7	9.515240083507306
4.0	163	6	9.515240083507306
4.0	164	6	9.515240083507306
4.0	165	6	9.515240083507306
4.0	166	6	9.515240083507306
4.0	167	5	9.515240083507306
4.0	168	5	9.515240083507306
4.0	169	4	9.515240083507306
4.0	170	4	9.515240083507306
4.0	171	4	9.515240083507306
